id,title,published,num_authors,categories,summary
2505.21581v4,CogAD: Cognitive-Hierarchy Guided End-to-End Autonomous Driving,2025-05-27,7,cs.RO;cs.CV,"While end-to-end autonomous driving has advanced significantly, prevailing methods remain fundamentally misaligned with human cognitive principles in both perception and planning. In this paper, we propose CogAD, a novel end-to-end autonomous driving model that emulates the hierarchical cognition me"
2408.16952v1,Transient Fault Tolerant Semantic Segmentation for Autonomous Driving,2024-08-30,6,cs.CV;cs.AI,"Deep learning models are crucial for autonomous vehicle perception, but their reliability is challenged by algorithmic limitations and hardware faults. We address the latter by examining fault-tolerance in semantic segmentation models. Using established hardware fault models, we evaluate existing ha"
2003.00601v1,3D Point Cloud Processing and Learning for Autonomous Driving,2020-03-01,5,cs.CV;eess.SP,"We present a review of 3D point cloud processing and learning for autonomous driving. As one of the most important sensors in autonomous vehicles, light detection and ranging (LiDAR) sensors collect 3D point clouds that precisely record the external surfaces of objects and scenes. The tools for 3D p"
1911.01054v2,SoildNet: Soiling Degradation Detection in Autonomous Driving,2019-11-04,1,cs.CV;cs.LG;cs.RO;eess.IV,"In the field of autonomous driving, camera sensors are extremely prone to soiling because they are located outside of the car and interact with environmental sources of soiling such as rain drops, snow, dust, sand, mud and so on. This can lead to either partial or complete vision degradation. Hence "
2509.23922v1,DriveE2E: Closed-Loop Benchmark for End-to-End Autonomous Driving through Real-to-Simulation,2025-09-28,7,cs.CV;cs.RO,"Closed-loop evaluation is increasingly critical for end-to-end autonomous driving. Current closed-loop benchmarks using the CARLA simulator rely on manually configured traffic scenarios, which can diverge from real-world conditions, limiting their ability to reflect actual driving performance. To ad"
2312.06351v1,Evaluation of Large Language Models for Decision Making in Autonomous Driving,2023-12-11,14,cs.CV;cs.CL;cs.RO,"Various methods have been proposed for utilizing Large Language Models (LLMs) in autonomous driving. One strategy of using LLMs for autonomous driving involves inputting surrounding objects as text prompts to the LLMs, along with their coordinate and velocity information, and then outputting the sub"
2001.03908v2,Self-Driving like a Human driver instead of a Robocar: Personalized comfortable driving experience for autonomous vehicles,2020-01-12,10,eess.SY;cs.RO,This paper issues an integrated control system of self-driving autonomous vehicles based on the personal driving preference to provide personalized comfortable driving experience to autonomous vehicle users. We propose an Occupant's Preference Metric (OPM) which is defining a preferred lateral and l
1909.06684v1,3D Kidneys and Kidney Tumor Semantic Segmentation using Boundary-Aware Networks,2019-09-14,2,eess.IV;cs.CV;cs.LG,"Automated segmentation of kidneys and kidney tumors is an important step in quantifying the tumor's morphometrical details to monitor the progression of the disease and accurately compare decisions regarding the kidney tumor treatment. Manual delineation techniques are often tedious, error-prone and"
2508.05065v2,Decoupling Continual Semantic Segmentation,2025-08-07,8,cs.CV,"Continual Semantic Segmentation (CSS) requires learning new classes without forgetting previously acquired knowledge, addressing the fundamental challenge of catastrophic forgetting in dense prediction tasks. However, existing CSS methods typically employ single-stage encoder-decoder architectures w"
2209.08575v1,SegNeXt: Rethinking Convolutional Attention Design for Semantic Segmentation,2022-09-18,6,cs.CV,"We present SegNeXt, a simple convolutional network architecture for semantic segmentation. Recent transformer-based models have dominated the field of semantic segmentation due to the efficiency of self-attention in encoding spatial information. In this paper, we show that convolutional attention is"
2602.23499v4,TaCarla: A comprehensive benchmarking dataset for end-to-end autonomous driving,2026-02-26,7,cs.RO;cs.AI,"Collecting a high-quality dataset is a critical task that demands meticulous attention to detail, as overlooking certain aspects can render the entire dataset unusable. Autonomous driving challenges remain a prominent area of research, requiring further exploration to enhance the perception and plan"
1905.07290v1,LiDAR Sensor modeling and Data augmentation with GANs for Autonomous driving,2019-05-17,4,cs.CV;cs.LG;cs.RO;eess.IV,"In the autonomous driving domain, data collection and annotation from real vehicles are expensive and sometimes unsafe. Simulators are often used for data augmentation, which requires realistic sensor models that are hard to formulate and model in closed forms. Instead, sensors models can be learned"
1806.09790v2,CFENet: An Accurate and Efficient Single-Shot Object Detector for Autonomous Driving,2018-06-26,5,cs.CV,"The ability to detect small objects and the speed of the object detector are very important for the application of autonomous driving, and in this paper, we propose an effective yet efficient one-stage detector, which gained the second place in the Road Object Detection competition of CVPR2018 works"
2206.11428v2,"LidarMultiNet: Unifying LiDAR Semantic Segmentation, 3D Object Detection, and Panoptic Segmentation in a Single Multi-task Network",2022-06-23,7,cs.CV,"This technical report presents the 1st place winning solution for the Waymo Open Dataset 3D semantic segmentation challenge 2022. Our network, termed LidarMultiNet, unifies the major LiDAR perception tasks such as 3D semantic segmentation, object detection, and panoptic segmentation in a single fram"
2104.10753v1,Multi-task Learning with Attention for End-to-end Autonomous Driving,2021-04-21,4,cs.RO;cs.AI;cs.CV,"Autonomous driving systems need to handle complex scenarios such as lane following, avoiding collisions, taking turns, and responding to traffic signals. In recent years, approaches based on end-to-end behavioral cloning have demonstrated remarkable performance in point-to-point navigational scenari"
2110.07067v2,Offline Reinforcement Learning for Autonomous Driving with Safety and Exploration Enhancement,2021-10-13,4,cs.RO;eess.SY,"Reinforcement learning (RL) is a powerful data-driven control method that has been largely explored in autonomous driving tasks. However, conventional RL approaches learn control policies through trial-and-error interactions with the environment and therefore may cause disastrous consequences such a"
2504.04338v1,Data Scaling Laws for End-to-End Autonomous Driving,2025-04-06,10,cs.RO;cs.CV;cs.LG,"Autonomous vehicle (AV) stacks have traditionally relied on decomposed approaches, with separate modules handling perception, prediction, and planning. However, this design introduces information loss during inter-module communication, increases computational overhead, and can lead to compounding er"
1911.04175v1,Multi-Agent Connected Autonomous Driving using Deep Reinforcement Learning,2019-11-11,1,cs.LG;cs.AI;cs.MA;cs.RO;stat.ML,The capability to learn and adapt to changes in the driving environment is crucial for developing autonomous driving systems that are scalable beyond geo-fenced operational design domains. Deep Reinforcement Learning (RL) provides a promising and scalable framework for developing adaptive learning b
2102.06191v3,Unsupervised Semantic Segmentation by Contrasting Object Mask Proposals,2021-02-11,4,cs.CV;cs.LG,"Being able to learn dense semantic representations of images without supervision is an important problem in computer vision. However, despite its significance, this problem remains rather unexplored, with a few exceptions that considered unsupervised semantic segmentation on small-scale datasets wit"
2106.13963v1,OffRoadTranSeg: Semi-Supervised Segmentation using Transformers on OffRoad environments,2021-06-26,3,cs.CV;cs.RO,"We present OffRoadTranSeg, the first end-to-end framework for semi-supervised segmentation in unstructured outdoor environment using transformers and automatic data selection for labelling. The offroad segmentation is a scene understanding approach that is widely used in autonomous driving. The popu"
2210.12852v3,1st Place Solution of The Robust Vision Challenge 2022 Semantic Segmentation Track,2022-10-23,6,cs.CV,This report describes the winning solution to the Robust Vision Challenge (RVC) semantic segmentation track at ECCV 2022. Our method adopts the FAN-B-Hybrid model as the encoder and uses SegFormer as the segmentation framework. The model is trained on a composite dataset consisting of images from 9 
2211.09445v3,aiMotive Dataset: A Multimodal Dataset for Robust Autonomous Driving with Long-Range Perception,2022-11-17,14,cs.CV,"Autonomous driving is a popular research area within the computer vision research community. Since autonomous vehicles are highly safety-critical, ensuring robustness is essential for real-world deployment. While several public multimodal datasets are accessible, they mainly comprise two sensor moda"
2109.15242v3,Transferability Estimation for Semantic Segmentation Task,2021-09-30,3,cs.CV,"Transferability estimation is a fundamental problem in transfer learning to predict how good the performance is when transferring a source model (or source task) to a target task. With the guidance of transferability score, we can efficiently select the highly transferable source models without perf"
1707.09465v5,Curriculum Domain Adaptation for Semantic Segmentation of Urban Scenes,2017-07-29,3,cs.CV;cs.LG,"During the last half decade, convolutional neural networks (CNNs) have triumphed over semantic segmentation, which is one of the core tasks in many applications such as autonomous driving. However, to train CNNs requires a considerable amount of data, which is difficult to collect and laborious to a"
2409.18053v3,DualAD: Dual-Layer Planning for Reasoning in Autonomous Driving,2024-09-26,3,cs.RO;cs.AI,"We present a novel autonomous driving framework, DualAD, designed to imitate human reasoning during driving. DualAD comprises two layers: a rule-based motion planner at the bottom layer that handles routine driving tasks requiring minimal reasoning, and an upper layer featuring a rule-based text enc"
2305.17181v1,Selective Communication for Cooperative Perception in End-to-End Autonomous Driving,2023-05-26,2,cs.RO;cs.CV,"The reliability of current autonomous driving systems is often jeopardized in situations when the vehicle's field-of-view is limited by nearby occluding objects. To mitigate this problem, vehicle-to-vehicle communication to share sensor information among multiple autonomous driving vehicles has been"
2011.14910v1,Trajformer: Trajectory Prediction with Local Self-Attentive Contexts for Autonomous Driving,2020-11-30,3,cs.CV,"Effective feature-extraction is critical to models' contextual understanding, particularly for applications to robotics and autonomous driving, such as multimodal trajectory prediction. However, state-of-the-art generative methods face limitations in representing the scene context, leading to predic"
1909.07541v1,A*3D Dataset: Towards Autonomous Driving in Challenging Environments,2019-09-17,9,cs.CV;cs.RO,"With the increasing global popularity of self-driving cars, there is an immediate need for challenging real-world datasets for benchmarking and training various computer vision tasks such as 3D object detection. Existing datasets either represent simple scenarios or provide only day-time data. In th"
2006.09738v1,LRPD: Long Range 3D Pedestrian Detection Leveraging Specific Strengths of LiDAR and RGB,2020-06-17,3,cs.CV,"While short range 3D pedestrian detection is sufficient for emergency breaking, long range detections are required for smooth breaking and gaining trust in autonomous vehicles. The current state-of-the-art on the KITTI benchmark performs suboptimal in detecting the position of pedestrians at long ra"
2212.00623v1,BEV-LGKD: A Unified LiDAR-Guided Knowledge Distillation Framework for BEV 3D Object Detection,2022-12-01,6,cs.CV,"Recently, Bird's-Eye-View (BEV) representation has gained increasing attention in multi-view 3D object detection, which has demonstrated promising applications in autonomous driving. Although multi-view camera systems can be deployed at low cost, the lack of depth information makes current approache"
2605.12220v1,TriBand-BEV: Real-Time LiDAR-Only 3D Pedestrian Detection via Height-Aware BEV and High-Resolution Feature Fusion,2026-05-12,2,cs.CV;cs.AI;cs.LG;cs.RO,"Safe autonomous agents and mobile robots need fast real time 3D perception, especially for vulnerable road users (VRUs) such as pedestrians. We introduce a new bird's eye view (BEV) encoding, which maps the full 3D LiDAR point cloud into a light-weight 2D BEV tensor with three height bands. We expli"
2203.14956v2,LiDAR Distillation: Bridging the Beam-Induced Domain Gap for 3D Object Detection,2022-03-28,6,cs.CV;cs.RO,"In this paper, we propose the LiDAR Distillation to bridge the domain gap induced by different LiDAR beams for 3D object detection. In many real-world applications, the LiDAR points used by mass-produced robots and vehicles usually have fewer beams than that in large-scale public datasets. Moreover,"
2203.08195v1,DeepFusion: Lidar-Camera Deep Fusion for Multi-Modal 3D Object Detection,2022-03-15,13,cs.CV,"Lidars and cameras are critical sensors that provide complementary information for 3D detection in autonomous driving. While prevalent multi-modal methods simply decorate raw lidar point clouds with camera features and feed them directly to existing 3D detection models, our study shows that fusing c"
2603.04938v1,Person Detection and Tracking from an Overhead Crane LiDAR,2026-03-05,3,cs.CV;cs.LG;cs.RO,"This paper investigates person detection and tracking in an industrial indoor workspace using a LiDAR mounted on an overhead crane. The overhead viewpoint introduces a strong domain shift from common vehicle-centric LiDAR benchmarks, and limited availability of suitable public training data. Hencefo"
2311.11971v2,LiDAR-HMR: 3D Human Mesh Recovery from LiDAR,2023-11-20,4,cs.CV,"In recent years, point cloud perception tasks have been garnering increasing attention. This paper presents the first attempt to estimate 3D human body mesh from sparse LiDAR point clouds. We found that the major challenge in estimating human pose and mesh from point clouds lies in the sparsity, noi"
2301.05711v3,OA-DET3D: Embedding Object Awareness as a General Plug-in for Multi-Camera 3D Object Detection,2023-01-13,6,cs.CV,"The recent advance in multi-camera 3D object detection is featured by bird's-eye view (BEV) representation or object queries. However, the ill-posed transformation from image-plane view to 3D space inevitably causes feature clutter and distortion, making the objects blur into the background. To this"
2408.14600v1,PVAFN: Point-Voxel Attention Fusion Network with Multi-Pooling Enhancing for 3D Object Detection,2024-08-26,8,cs.CV,"The integration of point and voxel representations is becoming more common in LiDAR-based 3D object detection. However, this combination often struggles with capturing semantic information effectively. Moreover, relying solely on point features within regions of interest can lead to information loss"
2010.08221v1,HPERL: 3D Human Pose Estimation from RGB and LiDAR,2020-10-16,5,cs.CV,"In-the-wild human pose estimation has a huge potential for various fields, ranging from animation and action recognition to intention recognition and prediction for autonomous driving. The current state-of-the-art is focused only on RGB and RGB-D approaches for predicting the 3D human pose. However,"
2301.02562v1,Super Sparse 3D Object Detection,2023-01-05,5,cs.CV;cs.RO,"As the perception range of LiDAR expands, LiDAR-based 3D object detection contributes ever-increasingly to the long-range perception in autonomous driving. Mainstream 3D object detectors often build dense feature maps, where the cost is quadratic to the perception range, making them hardly scale up "
2304.10406v2,LiDAR-NeRF: Novel LiDAR View Synthesis via Neural Radiance Fields,2023-04-20,10,cs.CV,"We introduce a new task, novel view synthesis for LiDAR sensors. While traditional model-based LiDAR simulators with style-transfer neural networks can be applied to render novel views, they fall short of producing accurate and realistic LiDAR patterns because the renderers rely on explicit 3D recon"
2212.01231v1,BEV-SAN: Accurate BEV 3D Object Detection via Slice Attention Networks,2022-12-02,7,cs.CV,"Bird's-Eye-View (BEV) 3D Object Detection is a crucial multi-view technique for autonomous driving systems. Recently, plenty of works are proposed, following a similar paradigm consisting of three essential components, i.e., camera feature extraction, BEV feature construction, and task heads. Among "
1312.0165v1,Fault tolerance for holonomic quantum computation,2013-12-01,3,quant-ph,We review an approach to fault-tolerant holonomic quantum computation on stabilizer codes. We explain its workings as based on adiabatic dragging of the subsystem containing the logical information around suitable loops along which the information remains protected.
2206.07705v2,LET-3D-AP: Longitudinal Error Tolerant 3D Average Precision for Camera-Only 3D Detection,2022-06-15,5,cs.CV,"The 3D Average Precision (3D AP) relies on the intersection over union between predictions and ground truth objects. However, camera-only detectors have limited depth accuracy, which may cause otherwise reasonable predictions that suffer from such longitudinal localization errors to be treated as fa"
2404.00815v2,Towards Realistic Scene Generation with LiDAR Diffusion Models,2024-03-31,3,cs.CV;cs.AI;cs.RO,"Diffusion models (DMs) excel in photo-realistic image synthesis, but their adaptation to LiDAR scene generation poses a substantial hurdle. This is primarily because DMs operating in the point space struggle to preserve the curve-like patterns and 3D geometry of LiDAR scenes, which consumes much of "
1808.02350v1,YOLO3D: End-to-end real-time 3D Oriented Object Bounding Box Detection from LiDAR Point Cloud,2018-08-07,5,cs.CV;eess.IV,"Object detection and classification in 3D is a key task in Automated Driving (AD). LiDAR sensors are employed to provide the 3D point cloud reconstruction of the surrounding environment, while the task of 3D object bounding box detection in real time remains a strong algorithmic challenge. In this p"
2602.10492v1,End-to-End LiDAR optimization for 3D point cloud registration,2026-02-11,3,cs.CV;cs.RO,"LiDAR sensors are a key modality for 3D perception, yet they are typically designed independently of downstream tasks such as point cloud registration. Conventional registration operates on pre-acquired datasets with fixed LiDAR configurations, leading to suboptimal data collection and significant c"
2502.19242v2,BEV-LIO(LC): BEV Image Assisted LiDAR-Inertial Odometry with Loop Closure,2025-02-26,5,cs.RO,"This work introduces BEV-LIO(LC), a novel LiDAR-Inertial Odometry (LIO) framework that combines Bird's Eye View (BEV) image representations of LiDAR data with geometry-based point cloud registration and incorporates loop closure (LC) through BEV image features. By normalizing point density, we proje"
2403.11848v4,GraphBEV: Towards Robust BEV Feature Alignment for Multi-Modal 3D Object Detection,2024-03-18,8,cs.CV,"Integrating LiDAR and camera information into Bird's-Eye-View (BEV) representation has emerged as a crucial aspect of 3D object detection in autonomous driving. However, existing methods are susceptible to the inaccurate calibration relationship between LiDAR and the camera sensor. Such inaccuracies"
2112.11790v3,BEVDet: High-performance Multi-camera 3D Object Detection in Bird-Eye-View,2021-12-22,5,cs.CV,"Autonomous driving perceives its surroundings for decision making, which is one of the most complex scenarios in visual perception. The success of paradigm innovation in solving the 2D object detection task inspires us to seek an elegant, feasible, and scalable paradigm for fundamentally pushing the"
2512.08309v4,InfiniteDiffusion: Bridging Learned Fidelity and Procedural Utility for Open-World Terrain Generation,2025-12-09,1,cs.CV;cs.AI;cs.GR;cs.LG,"For decades, procedural worlds have been built on procedural noise functions such as Perlin noise, which are fast and infinite, yet fundamentally limited in realism and large-scale coherence. Conversely, diffusion models offer unprecedented fidelity but remain generally confined to bounded canvases."
2211.17126v2,BEVUDA: Multi-geometric Space Alignments for Domain Adaptive BEV 3D Object Detection,2022-11-30,8,cs.CV,"Vision-centric bird-eye-view (BEV) perception has shown promising potential in autonomous driving. Recent works mainly focus on improving efficiency or accuracy but neglect the challenges when facing environment changing, resulting in severe degradation of transfer performance. For BEV perception, w"
2206.09474v2,3D Object Detection for Autonomous Driving: A Comprehensive Survey,2022-06-19,4,cs.CV;cs.AI;cs.RO,"Autonomous driving, in recent years, has been receiving increasing attention for its potential to relieve drivers' burdens and improve the safety of driving. In modern autonomous driving pipelines, the perception system is an indispensable component, aiming to accurately estimate the status of surro"
2105.01765v2,Enabling 3D Object Detection with a Low-Resolution LiDAR,2021-05-04,3,cs.CV;cs.RO,"Light Detection And Ranging (LiDAR) has been widely used in autonomous vehicles for perception and localization. However, the cost of a high-resolution LiDAR is still prohibitively expensive, while its low-resolution counterpart is much more affordable. Therefore, using low-resolution LiDAR for auto"
2106.14101v1,Real-time 3D Object Detection using Feature Map Flow,2021-06-26,2,cs.CV;cs.AI,"In this paper, we present a real-time 3D detection approach considering time-spatial feature map aggregation from different time steps of deep neural model inference (named feature map flow, FMF). Proposed approach improves the quality of 3D detection center-based baseline and provides real-time per"
2301.06262v4,"Collaborative Perception in Autonomous Driving: Methods, Datasets and Challenges",2023-01-16,6,cs.CV,"Collaborative perception is essential to address occlusion and sensor failure issues in autonomous driving. In recent years, theoretical and experimental investigations of novel works for collaborative perception have increased tremendously. So far, however, few reviews have focused on systematical "
2108.04230v1,Workshop on Autonomous Driving at CVPR 2021: Technical Report for Streaming Perception Challenge,2021-07-27,7,cs.CV;cs.AI,"In this report, we introduce our real-time 2D object detection system for the realistic autonomous driving scenario. Our detector is built on a newly designed YOLO model, called YOLOX. On the Argoverse-HD dataset, our system achieves 41.0 streaming AP, which surpassed second place by 7.8/6.1 on dete"
2604.00597v1,Towards Viewpoint-Robust End-to-End Autonomous Driving with 3D Foundation Model Priors,2026-04-01,5,cs.CV,"Robust trajectory planning under camera viewpoint changes is important for scalable end-to-end autonomous driving. However, existing models often depend heavily on the camera viewpoints seen during training. We investigate an augmentation-free approach that leverages geometric priors from a 3D found"
2508.21080v1,2COOOL: 2nd Workshop on the Challenge Of Out-Of-Label Hazards in Autonomous Driving,2025-08-18,12,cs.CV;cs.RO,"As the computer vision community advances autonomous driving algorithms, integrating vision-based insights with sensor data remains essential for improving perception, decision making, planning, prediction, simulation, and control. Yet we must ask: Why don't we have entirely safe self-driving cars y"
2408.08500v1,CoSEC: A Coaxial Stereo Event Camera Dataset for Autonomous Driving,2024-08-16,8,cs.CV,"Conventional frame camera is the mainstream sensor of the autonomous driving scene perception, while it is limited in adverse conditions, such as low light. Event camera with high dynamic range has been applied in assisting frame camera for the multimodal fusion, which relies heavily on the pixel-le"
2403.16092v2,Are NeRFs ready for autonomous driving? Towards closing the real-to-simulation gap,2024-03-24,7,cs.CV;cs.RO,"Neural Radiance Fields (NeRFs) have emerged as promising tools for advancing autonomous driving (AD) research, offering scalable closed-loop simulation and data augmentation capabilities. However, to trust the results achieved in simulation, one needs to ensure that AD systems perceive real and rend"
2503.19916v1,EventFly: Event Camera Perception from Ground to the Sky,2025-03-25,6,cs.CV;cs.RO,"Cross-platform adaptation in event-based dense perception is crucial for deploying event cameras across diverse settings, such as vehicles, drones, and quadrupeds, each with unique motion dynamics, viewpoints, and class distributions. In this work, we introduce EventFly, a framework for robust cross"
2102.07448v3,OmniDet: Surround View Cameras based Multi-task Visual Perception Network for Autonomous Driving,2021-02-15,8,cs.CV;cs.RO,Surround View fisheye cameras are commonly deployed in automated driving for 360° near-field sensing around the vehicle. This work presents a multi-task visual perception network on unrectified fisheye images to enable the vehicle to sense its surrounding environment. It consists of six primary task
1704.02532v1,Deep Reinforcement Learning framework for Autonomous Driving,2017-04-08,4,stat.ML;cs.LG;cs.RO,"Reinforcement learning is considered to be a strong AI paradigm which can be used to teach machines through interaction with the environment and learning from their mistakes. Despite its perceived utility, it has not yet been successfully applied in automotive applications. Motivated by the successf"
2110.00464v1,MonoCInIS: Camera Independent Monocular 3D Object Detection using Instance Segmentation,2021-10-01,8,cs.CV;cs.AI;cs.RO,"Monocular 3D object detection has recently shown promising results, however there remain challenging problems. One of those is the lack of invariance to different camera intrinsic parameters, which can be observed across different 3D object datasets. Little effort has been made to exploit the combin"
2210.07372v1,SWFormer: Sparse Window Transformer for 3D Object Detection in Point Clouds,2022-10-13,7,cs.CV,"3D object detection in point clouds is a core component for modern robotics and autonomous driving systems. A key challenge in 3D object detection comes from the inherent sparse nature of point occupancy within the 3D scene. In this paper, we propose Sparse Window Transformer (SWFormer ), a scalable"
2511.16624v2,SAM 3D: 3Dfy Anything in Images,2025-11-20,23,cs.CV;cs.AI,"We present SAM 3D, a generative model for visually grounded 3D object reconstruction, predicting geometry, texture, and layout from a single image. SAM 3D excels in natural images, where occlusion and scene clutter are common and visual recognition cues from context play a larger role. We achieve th"
2104.08013v4,Data-Driven 3D Reconstruction of Dressed Humans From Sparse Views,2021-04-16,5,cs.CV,"Recently, data-driven single-view reconstruction methods have shown great progress in modeling 3D dressed humans. However, such methods suffer heavily from depth ambiguities and occlusions inherent to single view inputs. In this paper, we tackle this problem by considering a small set of input views"
2104.10956v3,FCOS3D: Fully Convolutional One-Stage Monocular 3D Object Detection,2021-04-22,4,cs.CV;cs.AI;cs.RO,"Monocular 3D object detection is an important task for autonomous driving considering its advantage of low cost. It is much more challenging than conventional 2D cases due to its inherent ill-posed property, which is mainly reflected in the lack of depth information. Recent progress on 2D detection "
2411.10293v3,RETR: Multi-View Radar Detection Transformer for Indoor Perception,2024-11-15,5,cs.CV;cs.AI;cs.LG;math.DG,"Indoor radar perception has seen rising interest due to affordable costs driven by emerging automotive imaging radar developments and the benefits of reduced privacy concerns and reliability under hazardous conditions (e.g., fire and smoke). However, existing radar perception pipelines fail to accou"
2202.10545v1,ReViVD: Exploration and Filtering of Trajectories in an Immersive Environment using 3D Shapes,2022-02-21,3,cs.HC;cs.CV,"We present ReViVD, a tool for exploring and filtering large trajectory-based datasets using virtual reality. ReViVD's novelty lies in using simple 3D shapes -- such as cuboids, spheres and cylinders -- as queries for users to select and filter groups of trajectories. Building on this simple paradigm"
2206.01256v3,PETRv2: A Unified Framework for 3D Perception from Multi-Camera Images,2022-06-02,8,cs.CV,"In this paper, we propose PETRv2, a unified framework for 3D perception from multi-view images. Based on PETR, PETRv2 explores the effectiveness of temporal modeling, which utilizes the temporal information of previous frames to boost 3D object detection. More specifically, we extend the 3D position"
2601.04968v1,SparseLaneSTP: Leveraging Spatio-Temporal Priors with Sparse Transformers for 3D Lane Detection,2026-01-08,4,cs.CV,"3D lane detection has emerged as a critical challenge in autonomous driving, encompassing identification and localization of lane markings and the 3D road surface. Conventional 3D methods detect lanes from dense birds-eye-viewed (BEV) features, though erroneous transformations often result in a poor"
2311.10959v3,Structure-Aware Sparse-View X-ray 3D Reconstruction,2023-11-18,5,eess.IV;cs.CV,"X-ray, known for its ability to reveal internal structures of objects, is expected to provide richer information for 3D reconstruction than visible light. Yet, existing neural radiance fields (NeRF) algorithms overlook this important nature of X-ray, leading to their limitations in capturing structu"
2503.08092v1,SparseVoxFormer: Sparse Voxel-based Transformer for Multi-modal 3D Object Detection,2025-03-11,6,cs.CV,"Most previous 3D object detection methods that leverage the multi-modality of LiDAR and cameras utilize the Bird's Eye View (BEV) space for intermediate feature representation. However, this space uses a low x, y-resolution and sacrifices z-axis information to reduce the overall feature resolution, "
2206.14451v3,SRCN3D: Sparse R-CNN 3D for Compact Convolutional Multi-View 3D Object Detection and Tracking,2022-06-29,8,cs.CV,"Detection and tracking of moving objects is an essential component in environmental perception for autonomous driving. In the flourishing field of multi-view 3D camera-based detectors, different transformer-based pipelines are designed to learn queries in 3D space from 2D feature maps of perspective"
2603.27720v1,"Look, Compare and Draw: Differential Query Transformer for Automatic Oil Painting",2026-03-29,5,cs.CV;cs.MM,"This work introduces a new approach to automatic oil painting that emphasizes the creation of dynamic and expressive brushstrokes. A pivotal challenge lies in mitigating the duplicate and common-place strokes, which often lead to less aesthetic outcomes. Inspired by the human painting process, \ie, "
2108.00620v2,Investigating Attention Mechanism in 3D Point Cloud Object Detection,2021-08-02,4,cs.CV,"Object detection in three-dimensional (3D) space attracts much interest from academia and industry since it is an essential task in AI-driven applications such as robotics, autonomous driving, and augmented reality. As the basic format of 3D data, the point cloud can provide detailed geometric infor"
2001.01083v1,Res3ATN -- Deep 3D Residual Attention Network for Hand Gesture Recognition in Videos,2020-01-04,2,cs.CV;cs.LG;eess.IV;eess.SP,"Hand gesture recognition is a strenuous task to solve in videos. In this paper, we use a 3D residual attention network which is trained end to end for hand gesture recognition. Based on the stacked multiple attention blocks, we build a 3D network which generates different features at each attention "
2201.01893v3,Flow-Guided Sparse Transformer for Video Deblurring,2022-01-06,10,eess.IV;cs.CV,"Exploiting similar and sharper scene patches in spatio-temporal neighborhoods is critical for video deblurring. However, CNN-based methods show limitations in capturing long-range dependencies and modeling non-local self-similarity. In this paper, we propose a novel framework, Flow-Guided Sparse Tra"
2209.07989v2,CurveFormer: 3D Lane Detection by Curve Propagation with Curve Queries and Attention,2022-09-16,6,cs.CV,"3D lane detection is an integral part of autonomous driving systems. Previous CNN and Transformer-based methods usually first generate a bird's-eye-view (BEV) feature map from the front view image, and then use a sub-network with BEV feature map as input to predict 3D lanes. Such approaches require "
2212.07289v1,ConQueR: Query Contrast Voxel-DETR for 3D Object Detection,2022-12-14,6,cs.CV;cs.RO,"Although DETR-based 3D detectors can simplify the detection pipeline and achieve direct sparse predictions, their performance still lags behind dense detectors with post-processing for 3D object detection from point clouds. DETRs usually adopt a larger number of queries than GTs (e.g., 300 queries v"
2205.07708v3,Exploring Diversity-based Active Learning for 3D Object Detection in Autonomous Driving,2022-05-16,8,cs.CV,"3D object detection has recently received much attention due to its great potential in autonomous vehicle (AV). The success of deep learning based object detectors relies on the availability of large-scale annotated datasets, which is time-consuming and expensive to compile, especially for 3D boundi"
1201.2703v1,Faster Approximate Distance Queries and Compact Routing in Sparse Graphs,2012-01-12,3,cs.DS;cs.DC;cs.NI;cs.SI,A distance oracle is a compact representation of the shortest distance matrix of a graph. It can be queried to approximate shortest paths between any pair of vertices. Any distance oracle that returns paths of worst-case stretch (2k-1) must require space $Ω(n^{1 + 1/k})$ for graphs of n nodes. The h
2306.11113v2,Learn to Accumulate Evidence from All Training Samples: Theory and Practice,2023-06-19,2,cs.LG;cs.AI;cs.CV,"Evidential deep learning, built upon belief theory and subjective logic, offers a principled and computationally efficient way to turn a deterministic neural network uncertainty-aware. The resultant evidential models can quantify fine-grained uncertainty using the learned evidence. To ensure theoret"
2105.04026v2,The Modern Mathematics of Deep Learning,2021-05-09,4,cs.LG;stat.ML,"We describe the new field of mathematical analysis of deep learning. This field emerged around a list of research questions that were not answered within the classical framework of learning theory. These questions concern: the outstanding generalization power of overparametrized neural networks, the"
0505221v1,Sasakian Geometry and Einstein Metrics on Spheres,2005-05-11,2,math.DG;math.AG,"This paper is based on a talk presented by the first author at the Short Program on Riemannian Geometry that took place at the Centre de Recherche Mathématiques, Université de Montréal, during the period June 28-July 16, 2004. It is a report on our joint work with János Kollár concerning the existen"
2301.00942v1,Deep Learning and Computational Physics (Lecture Notes),2023-01-03,3,cs.LG;math-ph,These notes were compiled as lecture notes for a course developed and taught at the University of the Southern California. They should be accessible to a typical engineering graduate student with a strong background in Applied Mathematics. The main objective of these notes is to introduce a student 
2603.29261v1,Monodense Deep Neural Model for Determining Item Price Elasticity,2026-03-31,6,cs.LG;cs.AI,"Item Price Elasticity is used to quantify the responsiveness of consumer demand to changes in item prices, enabling businesses to create pricing strategies and optimize revenue management. Sectors such as store retail, e-commerce, and consumer goods rely on elasticity information derived from histor"
